AnimalID;Name;Day;month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;Sex;AgeuponOutcome;Breed;Color;Color2
A590490;Tiger;7;7;2015;6;56;0;Return_to_owner;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;
A590637;Max;6;6;2015;19;6;0;Adoption;;Dog;Neutered;Male;5 years;German Shepherd Mix;Tan;White
A590826;Oso;14;10;2014;15;6;0;Return_to_owner;;Dog;Neutered;Male;5 years;Australian Shepherd Mix;Chocolate;Tan
A591775;Jack;27;12;2014;18;31;0;Adoption;;Dog;Neutered;Male;5 years;Chihuahua Shorthair/Jack Russell Terrier;White;Tan
A591852;Chico;3;11;2014;12;27;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;White;Brown
A591903;Lego;27;1;2016;12;7;0;Adoption;;Dog;Neutered;Male;5 years;Border Terrier Mix;Tan;Buff
A591971;Buddy;3;5;2015;12;50;0;Return_to_owner;;Dog;Neutered;Male;5 years;Collie Rough/Labrador Retriever;Tan;White
A592335;Dex;30;8;2015;16;19;0;Adoption;Offsite;Dog;Neutered;Male;5 years;Norwich Terrier Mix;Tan;
A592707;Sarang;2;1;2015;14;2;0;Return_to_owner;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Blue Tabby;
A593245;Sundae;9;8;2014;11;19;0;Return_to_owner;;Dog;Spayed;Female;5 years;Italian Greyhound/Beagle;Tricolor;
A593434;Maggie;4;1;2016;15;5;0;Return_to_owner;;Dog;Spayed;Female;5 years;English Coonhound/Australian Cattle Dog;Red Tick;Red
A593567;Bruno;4;10;2015;11;53;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Sable;White
A594068;Erin Dawn;24;6;2015;16;39;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Orange Tabby;White
A594828;Buddy;13;12;2015;16;58;0;Adoption;;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Black;
A594904;Tashi;8;7;2014;11;12;0;Euthanasia;Suffering;Dog;Neutered;Male;5 years;Australian Shepherd/Chow Chow;Black;Brown
A595090;Tigz;20;12;2015;12;28;0;Adoption;;Dog;Neutered;Male;5 years;Boerboel Mix;Tan;Black
A595363;Teacup;31;10;2015;16;34;0;Adoption;;Dog;Spayed;Female;5 years;Dachshund/Chihuahua Shorthair;Brown;
A595426;Spot;20;10;2015;17;8;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;White;Brown
A597414;Shiner;12;2;2015;11;47;0;Adoption;;Dog;Neutered;Male;5 years;Plott Hound;Black Brindle;
A597417;Auggie;29;6;2015;18;38;0;Return_to_owner;;Cat;Neutered;Male;5 years;Domestic Shorthair;Black;White
A597665;Asawan;17;1;2014;15;7;0;Euthanasia;Aggressive;Dog;Spayed;Female;5 years;German Shepherd Mix;Brown;
A597754;Sunshine;13;8;2015;18;25;0;Adoption;;Dog;Spayed;Female;5 years;Vizsla/Staffordshire;Red;White
A597828;Miss Sugar;7;10;2015;18;59;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;White;Blue
A599278;Calypto;6;1;2015;17;42;0;Return_to_owner;;Dog;Neutered;Male;5 years;Labrador Retriever/Great Pyrenees;Yellow;
A601737;Little B;11;1;2015;17;46;0;Transfer;Partner;Dog;Spayed;Female;5 years;Pit Bull Mix;White;
A602764;Pablo;24;10;2014;14;14;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pit Bull Mix;White;Tan
A603621;Baby;23;4;2015;17;16;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Brown;
A604708;Red;24;1;2016;15;2;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pit Bull Mix;Brown;White
A605420;Lucy;9;4;2015;16;56;0;Adoption;;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;Red;
A606735;Duke;4;3;2014;16;36;0;Return_to_owner;;Dog;Intact;Male;5 years;Boston Terrier/Miniature Schnauzer;Brown Brindle;White
A607134;Compadre;8;1;2015;11;42;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Brown;
A607543;Pitty;6;8;2014;17;54;0;Euthanasia;Aggressive;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Black;White
A608917;Plex;23;6;2015;16;34;0;Transfer;Partner;Dog;Neutered;Male;5 years;American Staffordshire Terrier Mix;Fawn;Tricolor
A609281;Star;11;7;2014;12;54;0;Return_to_owner;;Dog;Spayed;Female;5 years;American Pit Bull Terrier;Chocolate;White
A610112;Chubby;8;1;2015;17;31;0;Return_to_owner;;Dog;Neutered;Male;5 years;Rottweiler;Black;Brown
A610320;Peter;11;2;2015;19;0;0;Adoption;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;
A611034;Kozi;4;8;2014;12;52;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;White;Blue
A611075;Girl;18;8;2015;17;7;0;Return_to_owner;;Dog;Spayed;Female;5 years;Anatol Shepherd/Great Pyrenees;Tricolor;
A612816;Roxy;15;11;2014;11;56;0;Adoption;Foster;Dog;Spayed;Female;5 years;Dogo Argentino Mix;White;
A612982;Bowser;31;12;2013;16;50;0;Return_to_owner;;Dog;Neutered;Male;5 years;German Shepherd Mix;Brown;Black
A613821;Rosie;12;9;2014;8;18;0;Adoption;Foster;Dog;Spayed;Female;5 years;Pit Bull Mix;Tan;White
A614440;Princess;17;11;2015;17;20;0;Return_to_owner;;Dog;Spayed;Female;5 years;Black Mouth Cur/German Shepherd;Brown;Black
A614657;Chloe;12;7;2014;18;43;0;Adoption;;Dog;Spayed;Female;5 years;Collie Rough/Pointer;Tan;White
A615725;Cookie;13;1;2016;14;31;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;White;
A615748;Blackie;26;10;2015;18;13;0;Euthanasia;Suffering;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Black;
A616444;Springdale;15;5;2015;16;52;0;Return_to_owner;;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Yellow;
A616585;Lobo;2;10;2015;16;28;0;Return_to_owner;;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Yellow;
A618106;Milo;13;1;2016;11;55;0;Return_to_owner;;Dog;Neutered;Male;5 years;Beagle;Tricolor;
A618218;Chloe;7;2;2016;16;35;0;Return_to_owner;;Dog;Spayed;Female;5 years;Dachshund Wirehair;Brown;
A618752;Paris;12;8;2015;15;48;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;White;
A618757;Penelope;2;4;2014;14;22;0;Return_to_owner;;Dog;Spayed;Female;5 years;Boxer/Staffordshire;Tan;White
A620613;Caesar;29;6;2014;13;27;0;Adoption;;Dog;Neutered;Male;5 years;German Shepherd Mix;Brown;Tan
A620883;Sadie;3;4;2015;17;41;0;Transfer;Partner;Dog;Spayed;Female;5 years;Labrador Retriever Mix;Black;
A620900;Roswell;26;2;2014;17;33;0;Euthanasia;Rabies Risk;Dog;Intact;Male;5 years;German Shepherd/Rottweiler;Brown;Tan
A621716;Maizy;14;9;2015;12;30;0;Adoption;;Dog;Spayed;Female;5 years;Pit Bull Mix;Chocolate;White
A621962;Ginger;29;12;2014;12;39;0;Return_to_owner;;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;Tan;
A622978;Sugar;3;6;2014;18;54;0;Euthanasia;Aggressive;Dog;Spayed;Female;5 years;Pit Bull Mix;White;Black
A623449;Topi;5;1;2014;12;22;0;Adoption;;Dog;Neutered;Male;5 years;Pointer/Chinese Sharpei;White;Brown
A623883;Ghost;29;11;2013;11;11;0;Euthanasia;Aggressive;Dog;Intact;Male;5 years;Pit Bull Mix;White;Tricolor
A624128;Kitty Kitty;5;5;2015;13;52;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Orange Tabby;
A624771;Cujo;26;1;2016;17;34;0;Return_to_owner;;Dog;Neutered;Male;5 years;American Bulldog Mix;Tan;
A625782;Tracie;22;4;2014;14;13;0;Adoption;Foster;Dog;Spayed;Female;5 years;Labrador Retriever Mix;Red;White
A626351;Cleo;28;2;2015;19;12;0;Adoption;;Dog;Spayed;Female;5 years;Pit Bull Mix;Tan;White
A626405;Ziven;30;10;2013;11;45;0;Return_to_owner;;Dog;Neutered;Male;5 years;Great Dane Mix;White;Black
A628086;Baby;14;9;2014;15;25;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;Black;White
A628417;Coby;27;2;2015;12;28;0;Euthanasia;Court/Investigation;Dog;Neutered;Male;5 years;Blue Lacy Mix;Blue;White
A628456;Tasha;18;1;2016;11;38;0;Adoption;Foster;Dog;Spayed;Female;5 years;American Staffordshire Terrier Mix;Tan;White
A628590;Jackson;10;10;2013;14;27;0;Adoption;Foster;Dog;Neutered;Male;5 years;Australian Cattle Dog Mix;White;Black
A629706;Patron;16;9;2015;13;4;0;Euthanasia;Aggressive;Dog;Intact;Male;5 years;Pit Bull Mix;Brown Brindle;White
A630262;Tipper;6;4;2014;14;47;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Tan;White
A630325;Kokomo;17;11;2014;17;37;0;Adoption;;Dog;Spayed;Female;5 years;Bull Terrier Mix;Red;White
A631348;Cornelius;2;4;2014;16;23;0;Adoption;;Dog;Neutered;Male;5 years;American Eskimo Mix;White;
A632107;Bootsie;27;10;2015;15;26;0;Return_to_owner;;Dog;Spayed;Female;5 years;Staffordshire Mix;Blue;White
A632902;Sammy;7;7;2015;17;31;0;Adoption;;Dog;Neutered;Male;5 years;Australian Cattle Dog;Red Merle;
A634369;Bruce;6;3;2015;12;0;0;Adoption;;Cat;Neutered;Male;5 years;Siamese Mix;Seal Point;
A634550;Blue;22;2;2015;15;31;0;Return_to_owner;;Dog;Neutered;Male;5 years;Catahoula/Australian Cattle Dog;Tricolor;
A639145;Miso;3;5;2015;14;9;0;Adoption;;Dog;Neutered;Male;5 years;Pit Bull Mix;White;Brown Brindle
A640093;Radar;26;4;2015;15;56;0;Return_to_owner;;Dog;Neutered;Male;5 years;Australian Cattle Dog;Blue Merle;
A640768;Eros;6;12;2014;18;4;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pit Bull Mix;Blue;White
A643052;Yogi;5;1;2015;13;0;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Longhair Mix;White;Orange Tabby
A643424;Patches;30;10;2015;17;23;0;Return_to_owner;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Black;White
A643862;Brownie;30;10;2015;16;27;0;Return_to_owner;;Dog;Neutered;Male;5 years;Beagle/Australian Cattle Dog;Red Tick;Brown
A643991;Roxie;28;10;2013;12;59;0;Transfer;Partner;Dog;Spayed;Female;5 years;Dachshund Mix;Brown;Black
A644228;Arya;3;1;2016;12;5;0;Adoption;;Dog;Spayed;Female;5 years;German Shepherd Mix;Sable;
A644479;Periwiggles;30;1;2016;0;0;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Blue;
A644507;Stella;18;4;2014;14;5;0;Transfer;Partner;Dog;Spayed;Female;5 years;West Highland Mix;White;
A644510;Sun;11;9;2014;12;17;0;Return_to_owner;;Dog;Spayed;Female;5 years;Chinese Sharpei Mix;Tan;
A645673;Precious;17;6;2014;11;52;0;Euthanasia;Behavior;Dog;Intact;Female;5 years;Pit Bull Mix;White;Brown
A645693;Moonlight;27;6;2015;16;44;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Black;White
A645882;King;20;7;2015;12;27;0;Return_to_owner;;Dog;Neutered;Male;5 years;Labrador Retriever Mix;Black;Brown
A646455;Tiana;9;6;2015;18;16;0;Return_to_owner;;Dog;Spayed;Female;5 years;Miniature Pinscher Mix;Black;Tan
A647113;Carolina;27;5;2014;12;4;0;Adoption;Foster;Dog;Spayed;Female;5 years;Pit Bull Mix;White;Brown
A647491;Loverboy;23;9;2014;14;55;0;Transfer;Partner;Dog;Neutered;Male;5 years;Lhasa Apso Mix;Black;White
A647894;Harley;10;11;2013;17;41;0;Adoption;;Dog;Neutered;Male;5 years;Boxer Mix;Tan;White
A648915;Princess;16;1;2014;16;49;0;Return_to_owner;;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;Black;Tan
A648948;Amazon;4;7;2014;17;22;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;White;Tan
A649333;Brodie;15;4;2014;14;8;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pit Bull Mix;Fawn;White
A649375;Man;16;2;2016;15;51;0;Return_to_owner;;Dog;Neutered;Male;5 years;English Bulldog Mix;Brown Brindle;White
A650311;Roxy;5;6;2015;12;30;0;Adoption;;Dog;Spayed;Female;5 years;Rat Terrier/Pug;Brown;White
A650853;Prince;16;10;2015;12;14;0;Transfer;Partner;Dog;Neutered;Male;5 years;Yorkshire Terrier/Miniature Poodle;Black;
A651202;Daisy;6;9;2014;17;11;0;Return_to_owner;;Dog;Spayed;Female;5 years;Maltese Mix;White;
A651871;Chloe;14;3;2014;13;52;0;Return_to_owner;;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;Black;
A651873;Rusty;26;12;2013;16;37;0;Transfer;Partner;Dog;Neutered;Male;5 years;Dachshund Mix;Red;
A651992;Annie;19;3;2014;10;55;0;Return_to_owner;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Black;White
A652387;Rocky;14;11;2013;21;20;0;Adoption;;Dog;Neutered;Male;5 years;Cardigan Welsh Corgi/Pit Bull;Tan;White
A652416;Brisket;13;11;2015;14;38;0;Return_to_owner;;Dog;Neutered;Male;5 years;Catahoula Mix;White;Yellow Brindle
A653434;Sprite;8;1;2014;15;2;0;Return_to_owner;;Dog;Spayed;Female;5 years;Labrador Retriever Mix;Black;
A654719;Queenie;29;10;2013;18;50;0;Adoption;;Dog;Spayed;Female;5 years;Pit Bull Mix;Tan;White
A655417;Peewee;25;8;2015;12;2;0;Return_to_owner;;Dog;Neutered;Male;5 years;Staffordshire Mix;Red;White
A655608;Neron;23;10;2013;17;23;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Blue;Cream
A657389;Canella;4;8;2015;12;4;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;Tan;White
A657431;Chrissie;24;11;2013;17;25;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Longhair Mix;Blue Tabby;
A657811;Blackie;20;8;2014;12;19;0;Transfer;Partner;Dog;Neutered;Male;5 years;German Shepherd Mix;Black;Brown
A658781;Mindy;24;11;2013;15;47;0;Adoption;Foster;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Brown Tabby;
A658812;Zoom;2;7;2014;13;39;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Medium Hair Mix;Blue;
A659017;Kennedy;21;11;2013;15;39;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Blue Tabby;
A659152;Big Worm;19;5;2014;17;36;0;Return_to_owner;;Dog;Neutered;Male;5 years;Bulldog Mix;Red;
A659252;Ashley;22;2;2015;13;40;0;Return_to_owner;;Dog;Spayed;Female;5 years;Siberian Husky Mix;Sable;White
A661158;Lewis Leelo;25;11;2013;19;19;0;Adoption;;Cat;Neutered;Male;5 years;Domestic Longhair/Persian;White;Black
A661260;Dino Dan;20;1;2014;15;28;0;Adoption;;Dog;Neutered;Male;5 years;Pit Bull Mix;Brown;White
A661383;Mirabai;2;10;2013;11;35;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Calico;
A661429;Cherie;23;10;2013;15;5;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;White;Black
A661430;Choochoo;6;10;2013;12;15;0;Died;In Kennel;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Torbie;
A662019;Green Bean;17;7;2014;9;43;0;Adoption;Foster;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Black;
A662850;Woofers;1;1;2014;15;17;0;Adoption;;Dog;Neutered;Male;5 years;Akita/Chow Chow;White;
A663135;Max;17;10;2013;9;5;0;Adoption;Foster;Dog;Neutered;Male;5 years;German Shepherd Mix;Brown;Black
A663527;Taboo;10;10;2013;16;58;0;Transfer;SCRP;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Tortie;
A663673;Frosty;15;11;2013;18;13;0;Transfer;Partner;Dog;Neutered;Male;5 years;Great Pyrenees Mix;White;
A663678;Nessie;20;10;2013;18;19;0;Adoption;;Dog;Spayed;Female;5 years;Labrador Retriever Mix;Chocolate;
A663841;Devereaux;21;10;2013;17;1;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Calico Point;
A663958;Boris;6;10;2013;17;49;0;Adoption;;Dog;Neutered;Male;5 years;Siberian Husky Mix;Black;White
A664052;Valentine;9;9;2014;18;45;0;Adoption;;Dog;Spayed;Female;5 years;Pit Bull Mix;Brown;White
A664093;Katrina;26;10;2013;11;0;0;Transfer;Partner;Dog;Spayed;Female;5 years;Rottweiler Mix;Black;Tan
A664362;Cowboy;18;1;2014;19;13;0;Adoption;;Dog;Neutered;Male;5 years;Rottweiler;Black;Brown
A664421;Daisy;9;10;2013;18;16;0;Transfer;Partner;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;Brown;
A664450;Miley;5;10;2013;12;1;0;Transfer;Partner;Dog;Intact;Female;5 years;Chihuahua Shorthair Mix;Tan;
A664537;Avery;5;10;2013;11;32;0;Return_to_owner;;Dog;Spayed;Female;5 years;Boston Terrier Mix;Black;White
A664601;;6;10;2013;15;4;0;Transfer;SCRP;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Orange Tabby;White
A664646;Ruby;8;10;2013;17;41;0;Return_to_owner;;Dog;Spayed;Female;5 years;Australian Shepherd Mix;Red;White
A664711;;8;10;2013;10;49;0;Euthanasia;Suffering;Cat;Intact;Female;5 years;Himalayan Mix;Tortie Point;
A664729;;13;10;2013;17;10;0;Transfer;Partner;Dog;Neutered;Male;5 years;Boston Terrier Mix;Black;White
A664824;Bella;18;7;2014;15;5;0;Euthanasia;Aggressive;Dog;Spayed;Female;5 years;German Shepherd Mix;Black;
A664875;Lucy;10;10;2013;17;4;0;Transfer;Partner;Dog;Spayed;Female;5 years;Chihuahua Shorthair Mix;White;Black
A664928;Ebbie;21;10;2013;15;37;0;Transfer;SCRP;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Brown Tabby;
A664941;Tequila;15;4;2015;15;27;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;Red;White
A665123;Adele;9;2;2014;16;25;0;Adoption;;Dog;Spayed;Female;5 years;Redbone Hound;Red;White
A665309;Helio;16;11;2013;13;55;0;Transfer;Partner;Dog;Neutered;Male;5 years;Australian Shepherd Mix;White;Orange
A665412;Moebius;22;10;2013;16;18;0;Adoption;;Dog;Neutered;Male;5 years;Miniature Poodle Mix;Black;
A665485;Bratt;25;10;2013;11;31;0;Transfer;Partner;Dog;Neutered;Male;5 years;Boston Terrier/Beagle;Brown Brindle;White
A665493;Monty;18;10;2013;19;6;0;Return_to_owner;;Dog;Neutered;Male;5 years;Australian Cattle Dog Mix;Blue Merle;
A665621;Stoli;1;12;2013;19;15;0;Adoption;;Dog;Neutered;Male;5 years;Chihuahua Shorthair/Rat Terrier;Black;Brown Brindle
A665629;Baby Boy;31;7;2015;14;29;0;Transfer;Partner;Dog;Neutered;Male;5 years;Australian Cattle Dog/Chow Chow;Red Merle;White
A665689;;27;10;2013;14;37;0;Euthanasia;Suffering;Cat;Intact;Female;5 years;Domestic Longhair;Blue Tabby;
A665850;Oscar;21;12;2013;19;22;0;Return_to_owner;;Dog;Neutered;Male;5 years;Yorkshire Terrier Mix;Black;Tan
A665975;Abby;9;11;2013;13;32;0;Adoption;;Dog;Spayed;Female;5 years;Catahoula;Blue Merle;White
A665982;Minnie;26;10;2013;14;43;0;Return_to_owner;;Dog;Spayed;Female;5 years;Chihuahua Shorthair/Cardigan Welsh Corgi;White;Tan
A666001;Hershey;31;10;2013;18;2;0;Adoption;;Dog;Spayed;Female;5 years;Australian Shepherd Mix;Black;Tan
A666082;Diamond;1;11;2013;14;13;0;Transfer;Partner;Dog;Spayed;Female;5 years;Boxer Mix;White;Brown
A666209;Guy;10;11;2013;13;47;0;Euthanasia;Suffering;Cat;Neutered;Male;5 years;Domestic Medium Hair Mix;Blue Tabby;
A666262;Dottie;10;11;2013;14;39;0;Adoption;;Dog;Intact;Female;5 years;Australian Cattle Dog Mix;Red Tick;Tan
A666362;Peebee;10;1;2016;11;40;0;Return_to_owner;;Dog;Neutered;Male;5 years;Toy Fox Terrier Mix;Brown;White
A666388;Tiger;4;11;2013;12;12;0;Return_to_owner;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Orange Tabby;White
A666498;Butters;30;7;2014;17;22;0;Adoption;;Cat;Neutered;Male;5 years;Domestic Longhair Mix;Orange Tabby;
A666550;;8;11;2013;14;48;0;Transfer;SCRP;Cat;Intact;Female;5 years;Domestic Shorthair Mix;Torbie;
A666825;Jesse;8;11;2013;13;24;0;Return_to_owner;;Dog;Neutered;Male;5 years;Collie Smooth/German Shepherd;Brown;Black
A666902;Ophelia;11;11;2013;10;43;0;Return_to_owner;;Dog;Intact;Female;5 years;Pit Bull Mix;White;Black Brindle
A667036;Sherlock;29;11;2013;12;31;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;
A667074;Cassie;23;11;2013;16;26;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Brown Tabby;
A667127;;20;11;2013;12;39;0;Transfer;Partner;Dog;Intact;Male;5 years;Pit Bull Mix;Blue;White
A667177;Tigre;3;6;2015;14;55;0;Euthanasia;Aggressive;Dog;Neutered;Male;5 years;Pit Bull Mix;Brown Brindle;White
A667415;Phoebe;19;11;2013;14;28;0;Return_to_owner;;Dog;Spayed;Female;5 years;Maltese/Miniature Poodle;White;
A667475;Lovie;17;12;2013;17;8;0;Adoption;;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Brown Tabby;White
A667550;Dixie;20;11;2013;17;16;0;Return_to_owner;;Dog;Spayed;Female;5 years;Pit Bull Mix;Brown;White
A667689;Jago;31;12;2013;16;2;0;Transfer;Partner;Dog;Neutered;Male;5 years;Labrador Retriever/German Shepherd;Red;
A667874;Trinity;27;12;2013;15;49;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Medium Hair Mix;Tortie;
A667909;Chico;5;1;2014;16;47;0;Adoption;Offsite;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Cream;
A667963;;30;11;2013;18;48;0;Adoption;;Dog;Spayed;Female;5 years;Dachshund Longhair Mix;Tan;White
A667996;Tripp;3;12;2013;11;7;0;Transfer;Partner;Dog;Neutered;Male;5 years;Labrador Retriever;Buff;Tan
A667998;Ginger;10;9;2015;12;53;0;Adoption;Foster;Dog;Spayed;Female;5 years;Pit Bull Mix;Brown;White
A668150;Neva;28;11;2013;16;2;0;Return_to_owner;;Dog;Neutered;Male;5 years;Shih Tzu/Cavalier Span;White;Brown
A668190;Anatoly;19;1;2014;16;6;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Blue;
A668223;Bodi;7;12;2013;11;2;0;Return_to_owner;;Dog;Neutered;Male;5 years;Labrador Retriever/Border Collie;Black;White
A668260;;2;12;2013;14;10;0;Transfer;Partner;Dog;Spayed;Female;5 years;Great Dane;Black;White
A668582;Pinguena;13;12;2013;11;39;0;Return_to_owner;;Dog;Intact;Female;5 years;Chihuahua Shorthair Mix;Brown;Black
A668623;Forest;20;3;2014;15;52;0;Transfer;Partner;Dog;Neutered;Male;5 years;Bullmastiff Mix;Fawn;Black
A668671;Chris;16;12;2013;14;57;0;Transfer;Partner;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;White
A668708;Bob;27;12;2013;15;12;0;Adoption;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;White
A668765;Charlie;31;7;2014;16;16;0;Adoption;;Dog;Neutered;Male;5 years;Pbgv Mix;White;Brown
A668779;Logan;27;12;2013;16;6;0;Transfer;Partner;Dog;Neutered;Male;5 years;Chihuahua Shorthair;Tan;White
A668988;Lillie;14;12;2013;13;29;0;Return_to_owner;;Dog;Spayed;Female;5 years;Basset Hound Mix;Black;White
A669106;Charming;10;1;2014;14;28;0;Transfer;SCRP;Cat;Intact;Male;5 years;Domestic Shorthair Mix;Black;
A669277;Emma;18;12;2013;17;22;0;Return_to_owner;;Dog;Spayed;Female;5 years;Golden Retriever Mix;Red;
A669312;Princess;18;12;2013;15;51;0;Return_to_owner;;Dog;Intact;Female;5 years;Cairn Terrier Mix;White;Tan
A669394;Cha Cha;30;1;2014;11;2;0;Adoption;Foster;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Brown Tabby;
A669457;Nala;2;1;2014;12;5;0;Transfer;Partner;Dog;Intact;Female;5 years;Miniature Schnauzer/Miniature Poodle;Gray;
A669467;Scampi;1;1;2014;17;32;0;Return_to_owner;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Tan;White
A669474;Taz;22;12;2013;13;3;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pembroke Welsh Corgi Mix;Yellow;White
A669482;Truman;27;12;2013;16;46;0;Adoption;;Dog;Neutered;Male;5 years;Pug/Chihuahua Shorthair;Brown;Black
A669535;Malachi;2;3;2014;16;21;0;Euthanasia;Aggressive;Dog;Neutered;Male;5 years;Australian Cattle Dog/Border Collie;Black;White
A669561;;23;12;2013;13;58;0;Euthanasia;Suffering;Dog;Intact;Male;5 years;Doberman Pinsch Mix;Red;Tan
A669696;Chaka;18;10;2015;14;46;0;Return_to_owner;;Dog;Neutered;Male;5 years;Pit Bull Mix;Tricolor;
A669773;Melvin;25;1;2014;16;24;0;Transfer;Partner;Dog;Intact;Male;5 years;Boerboel Mix;Brown;
A669875;Daisy;30;12;2013;14;6;0;Return_to_owner;;Dog;Spayed;Female;5 years;Lhasa Apso Mix;Black;
A669929;Cleo;4;2;2014;14;41;0;Transfer;Partner;Cat;Spayed;Female;5 years;Domestic Shorthair Mix;Black;White
A670003;Dexter;22;2;2014;16;52;0;Adoption;;Cat;Neutered;Male;5 years;Domestic Shorthair Mix;Black;
A670055;;5;1;2014;18;38;0;Adoption;;Dog;Neutered;Male;5 years;Chihuahua Shorthair Mix;Black;Cream
A670084;Kayla;7;1;2014;15;45;0;Transfer;Partner;Dog;Spayed;Female;5 years;Miniature Poodle Mix;White;
A670085;;5;1;2014;10;41;0;Euthanasia;Rabies Risk;Cat;Intact;Male;5 years;Domestic Longhair Mix;Blue;White
A670092;;2;1;2014;17;53;0;Euthanasia;Suffering;Dog;Intact;Female;5 years;Chihuahua Shorthair Mix;Tan;White
A670095;Chinook;20;1;2014;12;15;0;Transfer;Partner;Dog;Neutered;Male;5 years;German Shepherd/Alaskan Malamute;White;
A670191;Dennis;18;1;2014;11;47;0;Transfer;Partner;Dog;Neutered;Male;5 years;Labrador Retriever/Australian Cattle Dog;Black;White
A670212;Cherry;15;2;2014;13;7;0;Adoption;;Dog;Spayed;Female;5 years;Pointer Mix;Black;White
A670313;Pacino;8;9;2014;11;19;0;Adoption;;Dog;Neutered;Male;5 years;Dogo Argentino Mix;White;Yellow Brindle
A670342;Hannah;17;12;2014;9;25;0;Adoption;Foster;Dog;Spayed;Female;5 years;Catahoula Mix;Brown Brindle;White
