AnimalID;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2
A696117;Mabel;08/02/2015 18:04;Adoption;;Dog;Intact Female;1 year;Pit Bull Mix;White;Blue
A720166;Bj;14/02/2016 11:17;Return_to_owner;;Dog;Neutered Male;3 years;Labrador Retriever Mix;White;
A695052;Buggs;19/01/2015 14:21;Transfer;Partner;Dog;Intact Male;1 year;Chihuahua Shorthair Mix;White;Black
A700419;;13/04/2015 15:43;Euthanasia;Suffering;Dog;Neutered Male;10 years;Maltese Mix;White;
A673052;Tank;22/02/2014 16:59;Return_to_owner;;Dog;Intact Male;1 year;Pit Bull Mix;White;Blue
A704430;;04/06/2015 18:52;Transfer;Partner;Dog;Unknown;6 days;Chihuahua Shorthair/Pit Bull;White;Brown
A671339;;30/01/2014 17:21;Adoption;;Dog;Spayed Female;2 years;Pointer/Catahoula;White;Yellow Brindle
A702926;Minnie;26/05/2015 00:00;Transfer;Partner;Dog;Spayed Female;1 year;Pointer Mix;White;Brown
A520195;Trudy;10/11/2013 18:42;Euthanasia;Suffering;Cat;Spayed Female;5 years;Domestic Longhair Mix;White;Black
A674955;Star;28/03/2014 14:35;Transfer;Partner;Dog;Intact Female;11 months;Jack Russell Terrier/Australian Cattle Dog;White;Black
A691561;;10/11/2014 18:18;Adoption;;Dog;Spayed Female;3 years;Miniature Poodle Mix;White;
A667842;Nuno;03/12/2013 17:02;Return_to_owner;;Dog;Neutered Male;2 years;Jack Russell Terrier/Miniature Poodle;White;Chocolate
A718575;;05/01/2016 17:03;Euthanasia;Suffering;Cat;Intact Male;2 years;Domestic Shorthair Mix;White;
A704505;Precious;27/06/2015 13:49;Adoption;;Dog;Spayed Female;3 years;Chihuahua Shorthair/Italian Greyhound;White;Brown
A608349;Olivia;17/09/2015 11:56;Adoption;;Dog;Spayed Female;8 years;Rat Terrier Mix;White;Tricolor
A718637;Tamara;16/01/2016 15:01;Adoption;;Dog;Spayed Female;2 years;Boxer Mix;White;Black
A683186;;17/07/2014 18:09;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;White;Blue
A704635;;08/06/2015 11:10;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;White;Blue
A670580;Cain;02/02/2014 14:01;Adoption;;Dog;Neutered Male;1 year;Pit Bull Mix;White;
A711397;;06/09/2015 13:40;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;White;Orange Tabby
A712550;;29/09/2015 14:42;Transfer;Partner;Dog;Intact Female;2 years;Siberian Husky Mix;White;
A702828;Polar Bear;19/05/2015 18:07;Adoption;;Dog;Neutered Male;1 month;Yorkshire Terrier Mix;White;
A715066;Sadie;02/11/2015 14:02;Return_to_owner;;Dog;Intact Female;6 months;Pit Bull Mix;White;Black
A682955;;05/07/2014 16:49;Transfer;Partner;Dog;Intact Male;1 month;Jack Russell Terrier Mix;White;Brown
A712422;Burton;15/12/2015 18:34;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;White;Blue Tabby
A719714;Lazlo;01/02/2016 12:54;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;White;Tan
A664455;Diesle;07/10/2013 17:16;Adoption;;Dog;Neutered Male;2 months;Pit Bull Mix;White;Brown Brindle
A694701;Peaches;02/01/2015 18:32;Return_to_owner;;Dog;Spayed Female;1 year;Boxer/Labrador Retriever;White;Brown Brindle
A680361;Murphy;09/06/2014 16:19;Adoption;;Dog;Neutered Male;2 years;Miniature Poodle Mix;White;
A672074;Cotton;03/06/2015 15:40;Adoption;;Dog;Neutered Male;5 years;Lhasa Apso Mix;White;
A680865;Rex;13/11/2015 13:27;Transfer;Partner;Dog;Neutered Male;1 year;Siberian Husky Mix;White;Red
A678976;Major;17/05/2014 10:00;Euthanasia;Aggressive;Dog;Intact Male;1 year;American Bulldog/Pit Bull;White;Brown
A708052;Romen;01/08/2015 17:13;Return_to_owner;;Dog;Neutered Male;3 years;Pit Bull;White;Tan
A700074;Cynthia;10/02/2016 00:00;Transfer;Partner;Dog;Spayed Female;1 year;Pit Bull Mix;White;Brown
A676131;;05/04/2014 12:21;Transfer;Partner;Cat;Intact Male;3 days;Domestic Shorthair Mix;White;Black
A680456;Pipkin;20/06/2014 16:03;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;White;Brown
A678900;Juicy;14/05/2014 15:23;Return_to_owner;;Dog;Intact Female;6 months;Pit Bull Mix;White;Black
A708878;Kita;25/09/2015 08:17;Adoption;Foster;Dog;Spayed Female;2 months;Catahoula Mix;White;Black
A717404;;14/12/2015 11:08;Adoption;;Dog;Spayed Female;1 year;Miniature Schnauzer/West Highland;White;
A671232;Butter;09/02/2014 17:12;Transfer;Partner;Dog;Spayed Female;8 months;Pit Bull Mix;White;Tan
A672610;Monster;21/02/2014 18:15;Return_to_owner;;Dog;Neutered Male;3 years;Maltese/Cocker Spaniel;White;Tan
A693424;;15/12/2014 11:43;Transfer;Partner;Dog;Neutered Male;6 years;West Highland;White;
A636565;Hannah;16/07/2015 18:51;Adoption;;Dog;Spayed Female;3 years;Border Terrier Mix;White;
A675818;Beethoven;17/04/2014 17:52;Euthanasia;Aggressive;Dog;Intact Male;2 years;Great Pyrenees/Pit Bull;White;Brown
A669338;Moog;23/12/2013 18:01;Adoption;;Cat;Neutered Male;8 months;Domestic Medium Hair Mix;White;
A704631;;08/06/2015 11:10;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;White;Blue
A718698;Myah;20/01/2016 00:00;Transfer;Partner;Dog;Spayed Female;2 years;Australian Shepherd Mix;White;Blue Tick
A675467;;28/03/2014 10:19;Died;;Cat;Unknown;1 year;Domestic Shorthair Mix;White;
A676102;;05/04/2014 12:54;Transfer;Partner;Dog;Intact Female;4 months;Pit Bull Mix;White;Gray
A682964;Baby;16/07/2014 18:35;Adoption;;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;White;Tan
A680172;;30/05/2014 17:34;Transfer;Partner;Dog;Intact Male;1 month;Pit Bull/Australian Cattle Dog;White;
A688700;;02/10/2014 13:18;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White;Brown Tabby
A719735;Rounder;04/02/2016 13:55;Adoption;;Dog;Neutered Male;7 years;German Shepherd Mix;White;
A715863;Coffee;14/11/2015 18:00;Return_to_owner;;Dog;Spayed Female;2 years;Miniature Poodle Mix;White;
A679726;Young Blood;27/12/2014 17:23;Adoption;;Cat;Spayed Female;3 years;Domestic Shorthair Mix;White;
A670328;;06/01/2014 09:52;Euthanasia;Suffering;Cat;Neutered Male;1 year;Domestic Medium Hair Mix;White;Brown
A667365;Leif;01/02/2014 16:54;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;White;Black
A706220;;27/06/2015 12:04;Transfer;Partner;Cat;Intact Female;1 month;Domestic Longhair Mix;White;
A661807;;03/11/2013 18:51;Adoption;;Dog;Spayed Female;2 months;Australian Cattle Dog Mix;White;Black
A665982;Minnie;26/10/2013 14:43;Return_to_owner;;Dog;Spayed Female;5 years;Chihuahua Shorthair/Cardigan Welsh Corgi;White;Tan
A683569;Cody;31/08/2014 15:42;Adoption;;Dog;Spayed Female;2 years;Cairn Terrier/Chihuahua Shorthair;White;
A709918;Francis;21/01/2016 18:48;Return_to_owner;;Dog;Spayed Female;11 months;Australian Cattle Dog Mix;White;Brown
A697918;;07/03/2015 12:51;Return_to_owner;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;White;Brown Tabby
A718108;;08/01/2016 18:42;Transfer;SCRP;Cat;Neutered Male;3 years;Domestic Shorthair Mix;White;Blue
A693733;;17/12/2014 13:21;Adoption;;Dog;Neutered Male;6 months;Queensland Heeler Mix;White;Black
A705282;;16/06/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;White;
A704123;Tex;02/09/2015 15:53;Transfer;Partner;Dog;Neutered Male;2 years;Great Pyrenees Mix;White;Buff
A695064;Brown;08/01/2015 15:50;Return_to_owner;;Dog;Intact Male;1 year;Lhasa Apso Mix;White;Brown
A688619;Pixie;18/10/2014 12:16;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;White;Tan
A590157;Snowball;19/02/2016 11:58;Return_to_owner;;Dog;Spayed Female;7 years;Pit Bull Mix;White;Brown Brindle
A689001;Dolly;05/12/2014 17:14;Transfer;Partner;Dog;Spayed Female;2 years;Pit Bull Mix;White;Brown
A678428;;09/06/2014 18:24;Euthanasia;Aggressive;Dog;Intact Male;1 year;American Bulldog Mix;White;Black
A676305;;07/04/2014 18:59;Transfer;Partner;Cat;Intact Male;0 years;Domestic Shorthair Mix;White;Black
A681148;Angel;13/06/2014 11:59;Euthanasia;Suffering;Cat;Neutered Male;14 years;Domestic Longhair Mix;White;
A665398;Haven;10/11/2013 16:45;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White;Blue
A703331;Sparky;29/05/2015 19:10;Adoption;;Dog;Neutered Male;5 years;Toy Poodle;White;
A709859;Roxy;29/12/2015 00:00;Transfer;Partner;Dog;Spayed Female;3 years;English Springer Spaniel Mix;White;Black
A712212;Luna;05/10/2015 18:13;Adoption;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;White;Brown Tabby
A690050;Cheesy Puff;27/12/2014 11:14;Transfer;Partner;Dog;Neutered Male;2 years;American Bulldog Mix;White;Brown Brindle
A718061;Ace;20/12/2015 15:13;Return_to_owner;;Dog;Neutered Male;1 year;Labrador Retriever Mix;White;Brown
A682927;Emile;01/08/2014 19:01;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White;Brown Tabby
A675662;Duncan;12/07/2014 11:25;Transfer;Partner;Dog;Neutered Male;3 years;Dogo Argentino Mix;White;
A693814;Chula;19/12/2014 17:43;Adoption;;Dog;Spayed Female;1 year;Miniature Poodle/Lhasa Apso;White;Gray
A718106;Barkly;28/12/2015 18:59;Adoption;;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;White;Tan
A669123;Daniel;13/06/2014 18:15;Adoption;;Dog;Neutered Male;1 year;Pit Bull Mix;White;Brown
A699533;Harris;26/06/2015 11:29;Adoption;Foster;Dog;Neutered Male;2 years;Australian Cattle Dog/Labrador Retriever;White;Tricolor
A702791;Minnie;19/05/2015 12:07;Return_to_owner;;Dog;Intact Female;3 years;Toy Poodle Mix;White;
A687584;;12/09/2014 11:50;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White;Blue
A686961;;03/09/2014 13:21;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;White;Black
A718337;Cyan;23/01/2016 12:03;Adoption;;Dog;Spayed Female;1 year;Pit Bull/Catahoula;White;Brown
A703195;Bubba;22/05/2015 13:48;Return_to_owner;;Dog;Intact Male;6 years;Great Pyrenees Mix;White;Brown
A673670;Lola;14/04/2014 16:22;Euthanasia;Aggressive;Dog;Spayed Female;1 year;Pit Bull Mix;White;Black
A685126;Chevy;06/08/2014 18:59;Adoption;;Dog;Neutered Male;4 years;Dachshund/Chihuahua Shorthair;White;Brown
A673566;;04/03/2014 15:38;Transfer;Partner;Dog;Spayed Female;2 months;Australian Shepherd Mix;White;Buff
A667448;Charlie;23/11/2013 14:31;Transfer;Partner;Cat;Neutered Male;5 months;Domestic Medium Hair Mix;White;
A682866;;04/07/2014 09:37;Euthanasia;Suffering;Cat;Intact Female;7 years;Domestic Shorthair Mix;White;
A672180;;13/02/2014 13:56;Return_to_owner;;Dog;Neutered Male;2 years;Collie Rough/Australian Shepherd;White;Brown
A691271;Max;04/11/2014 18:46;Return_to_owner;;Dog;Neutered Male;1 year;Chihuahua Shorthair/Finnish Spitz;White;Tan
A641494;Estrellita;12/09/2015 12:57;Return_to_owner;;Dog;Spayed Female;3 years;Miniature Poodle Mix;White;
A673220;Ginger;15/04/2014 18:35;Transfer;Partner;Dog;Spayed Female;3 years;Pit Bull Mix;White;
A685666;Tom Cat;23/08/2014 15:17;Adoption;;Cat;Neutered Male;4 years;Domestic Shorthair Mix;White;Blue Tabby
A671504;Winston;01/02/2014 11:18;Adoption;;Dog;Neutered Male;2 years;Jack Russell Terrier/Dachshund;White;Tan
A710425;Sophia;26/08/2015 17:06;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair Mix;White;
A696419;Puffy;12/02/2015 18:31;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever/Anatol Shepherd;White;
A666526;Scruffy;15/11/2013 16:23;Transfer;Partner;Dog;Neutered Male;1 year;Cairn Terrier Mix;White;Tan
A690262;Dinky;21/10/2014 17:34;Return_to_owner;;Dog;Neutered Male;2 years;Bichon Frise Mix;White;
A686856;Kilo;16/09/2014 18:26;Return_to_owner;;Dog;Neutered Male;3 years;Pit Bull Mix;White;
A694248;;28/12/2014 14:09;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Brown
A669147;Pinky;16/12/2013 18:51;Return_to_owner;;Dog;Neutered Male;3 years;Catahoula Mix;White;Brown Brindle
A687015;;31/08/2014 09:00;Transfer;SCRP;Cat;Intact Male;4 months;Domestic Shorthair Mix;White;Orange Tabby
A717526;Mars;13/12/2015 17:34;Adoption;;Dog;Neutered Male;3 years;Maltese Mix;White;
A635999;Millie;31/12/2013 11:48;Return_to_owner;;Dog;Spayed Female;10 years;Jack Russell Terrier Mix;White;Tan
A667261;Mika;01/12/2013 15:21;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Shorthair Mix;White;Black
A672247;Charlie;10/02/2014 18:14;Adoption;;Dog;Neutered Male;1 year;Maltese/Miniature Poodle;White;
A464189;Sushi;05/10/2015 16:26;Transfer;Partner;Dog;Spayed Female;9 years;Chihuahua Longhair/Pekingese;White;Red
A701170;;25/04/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;White;Brown Tabby
A622127;Nala;01/02/2014 12:29;Adoption;;Dog;Spayed Female;3 years;American Pit Bull Terrier Mix;White;Brown
A696254;;04/02/2015 15:01;Transfer;Partner;Dog;Intact Male;3 weeks;Chihuahua Shorthair;White;
A696811;Donna;16/02/2015 17:52;Return_to_owner;;Dog;Spayed Female;1 year;Great Pyrenees Mix;White;
A663453;Cricket;04/01/2014 17:58;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;White;Black
A718277;Bob;01/01/2016 15:38;Transfer;Partner;Dog;Neutered Male;2 years;Jack Russell Terrier/Rat Terrier;White;Tan
A670084;Kayla;07/01/2014 15:45;Transfer;Partner;Dog;Spayed Female;5 years;Miniature Poodle Mix;White;
A686294;Lady;29/08/2014 17:45;Euthanasia;Aggressive;Dog;Spayed Female;3 years;Pit Bull Mix;White;Red
A679035;Barky;15/06/2014 17:17;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White;Brown Tabby
A717992;Betty;13/01/2016 18:23;Adoption;;Dog;Spayed Female;1 year;Pit Bull Mix;White;Tan
A720553;;15/02/2016 18:55;Adoption;;Dog;Neutered Male;2 months;Chihuahua Shorthair/Dachshund;White;Brown
A690063;;13/10/2014 17:46;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;White;Black
A710769;Danger;03/09/2015 11:56;Return_to_owner;;Dog;Intact Male;2 years;Australian Shepherd Mix;White;Brown
A712946;Tenshi;05/10/2015 12:42;Adoption;;Dog;Spayed Female;6 years;Papillon Mix;White;Tricolor
A719793;Cece;01/02/2016 14:32;Return_to_owner;;Dog;Spayed Female;8 months;Pit Bull Mix;White;Tan
A673411;Max;28/02/2014 13:13;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;White;Red
A670398;Alfalfa;18/01/2014 15:22;Adoption;Offsite;Dog;Neutered Male;10 months;Chihuahua Shorthair Mix;White;Tan
A691425;Mimsy;28/11/2014 13:31;Adoption;;Dog;Spayed Female;2 years;Pointer Mix;White;Black
A708420;Riley;09/01/2016 13:58;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Brown
A688391;Ginger;20/09/2014 18:12;Return_to_owner;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Brown
A587085;Petey;30/12/2013 11:59;Return_to_owner;;Dog;Neutered Male;8 years;Miniature Schnauzer/Miniature Poodle;White;Gray
A680929;Elsa;30/06/2014 16:17;Transfer;Partner;Dog;Spayed Female;3 years;Great Pyrenees Mix;White;
A690753;Panda;25/10/2014 16:26;Return_to_owner;;Dog;Intact Female;13 years;Border Collie Mix;White;Black
A700832;Sweetie;21/04/2015 12:59;Return_to_owner;;Dog;Spayed Female;6 years;Miniature Poodle Mix;White;
A712855;Littig;13/10/2015 12:44;Adoption;;Dog;Neutered Male;1 year;Pointer Mix;White;Black
A680708;Charlie;09/06/2014 18:18;Return_to_owner;;Dog;Neutered Male;1 year;Miniature Poodle Mix;White;
A672014;;07/02/2014 14:40;Transfer;Partner;Dog;Intact Male;2 years;West Highland/Cairn Terrier;White;Tan
A690841;Chula;24/11/2014 12:06;Transfer;Partner;Dog;Intact Female;6 months;Pit Bull Mix;White;Tricolor
A675890;;03/04/2014 15:55;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;White;
A707306;Lil Bit;11/07/2015 14:26;Return_to_owner;;Dog;Neutered Male;12 years;Bichon Frise;White;
A675101;Ranger;19/11/2015 14:16;Return_to_owner;;Dog;Neutered Male;3 years;Australian Cattle Dog Mix;White;Black
A682601;Carlos;08/07/2014 14:42;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair Mix;White;Gray
A700943;;21/04/2015 18:11;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;White;Black
A693126;George;28/02/2015 17:42;Adoption;;Dog;Neutered Male;1 year;American Bulldog Mix;White;Brown
A692489;;25/11/2014 18:06;Adoption;;Dog;Spayed Female;3 months;Standard Poodle Mix;White;
A667460;Pierre;24/02/2014 13:33;Return_to_owner;;Cat;Neutered Male;5 months;Domestic Shorthair Mix;White;
A669915;;03/01/2014 11:25;Transfer;Partner;Dog;Neutered Male;12 years;Shih Tzu Mix;White;Tan
A707771;;24/07/2015 18:10;Adoption;;Dog;Spayed Female;2 years;English Bulldog Mix;White;
A719363;Cherry;24/01/2016 14:38;Adoption;;Dog;Spayed Female;5 months;Pointer Mix;White;
A670696;Pepper;25/01/2014 14:28;Transfer;Partner;Cat;Neutered Male;3 years;Domestic Shorthair Mix;White;
A710091;Gabriel;29/08/2015 18:38;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White;Brown Tabby
A656065;Kane;11/06/2014 18:08;Return_to_owner;;Dog;Neutered Male;2 years;Pit Bull Mix;White;Brown
A689825;Kitty;14/10/2014 14:18;Return_to_owner;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;White;Black
A678222;Sherlock;10/05/2014 15:46;Adoption;;Dog;Neutered Male;2 months;Pointer Mix;White;Brown
A709197;Winnie;13/08/2015 17:48;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair/Pomeranian;White;
A673088;Cotton;12/04/2014 12:36;Adoption;Foster;Dog;Neutered Male;3 years;Maltese;White;
A695532;Charlie;17/01/2015 17:22;Return_to_owner;;Dog;Neutered Male;2 years;Treeing Walker Coonhound Mix;White;Brown
A698218;Scooter;25/04/2015 09:42;Adoption;Foster;Dog;Neutered Male;7 years;Miniature Poodle Mix;White;
A696331;;06/02/2015 16:48;Transfer;Partner;Dog;Intact Female;2 years;Chihuahua Shorthair Mix;White;Black
A655701;Lissa;12/12/2013 11:16;Transfer;Partner;Dog;Spayed Female;4 years;Bull Terrier Miniature Mix;White;Brown
A716562;Davis;30/01/2016 18:45;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;White;Brown
A695683;Wero;31/10/2015 11:13;Return_to_owner;;Dog;Neutered Male;4 years;Chihuahua Shorthair/Cardigan Welsh Corgi;White;Brown
A673527;Polly;21/09/2014 13:00;Adoption;;Dog;Spayed Female;2 years;French Bulldog Mix;White;
A654592;Luigi;14/10/2013 12:06;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull Mix;White;Brown
A651202;Daisy;06/09/2014 17:11;Return_to_owner;;Dog;Spayed Female;5 years;Maltese Mix;White;
A713650;Blue;10/10/2015 13:15;Return_to_owner;;Dog;Intact Male;1 month;American Pit Bull Terrier Mix;White;Blue
A715858;;15/11/2015 18:59;Transfer;SCRP;Cat;Intact Female;5 months;Domestic Shorthair Mix;White;Gray
A703986;Spirit;05/06/2015 17:01;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;White;Black
A657997;Stella;02/02/2015 13:02;Return_to_owner;;Dog;Spayed Female;2 years;Jack Russell Terrier/Border Collie;White;Black
A664822;Jackson;18/10/2013 11:23;Return_to_owner;;Dog;Neutered Male;7 years;Cocker Spaniel/Miniature Poodle;White;Tan
A690017;Sugar;17/10/2014 13:49;Transfer;Partner;Dog;Intact Female;3 years;Shih Tzu Mix;White;Brown
A668778;Flufferkins;13/12/2013 13:43;Transfer;Partner;Cat;Intact Female;1 month;Domestic Medium Hair Mix;White;Black
A669274;Max;19/12/2013 17:10;Return_to_owner;;Dog;Neutered Male;2 years;Cardigan Welsh Corgi Mix;White;
A692578;;27/11/2014 14:50;Transfer;Partner;Dog;Intact Female;3 months;Jack Russell Terrier Mix;White;Liver
A699543;Stewie;17/09/2015 12:45;Transfer;Partner;Dog;Neutered Male;6 months;Labrador Retriever/Pit Bull;White;Black
A687507;Loki;05/09/2014 19:00;Return_to_owner;;Dog;Spayed Female;8 years;Akita Mix;White;Gray
A709511;Toad;13/11/2015 14:00;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Medium Hair Mix;White;Black
A707905;Uno;09/08/2015 18:10;Adoption;;Dog;Neutered Male;3 years;Miniature Poodle;White;
A697156;Wyatt;01/03/2015 17:25;Adoption;;Dog;Neutered Male;9 months;Bluetick Hound/Treeing Walker Coonhound;White;Tricolor
A719730;Barbie;31/01/2016 17:38;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;White;
A718957;;14/01/2016 12:38;Transfer;Partner;Cat;Spayed Female;7 years;Domestic Shorthair Mix;White;
A697390;;24/02/2015 08:59;Euthanasia;Suffering;Dog;Intact Male;8 years;Miniature Poodle Mix;White;
A703713;Champ;13/06/2015 18:58;Transfer;Partner;Dog;Neutered Male;2 years;American Pit Bull Terrier Mix;White;Brown
A687633;;08/09/2014 16:49;Return_to_owner;;Dog;Neutered Male;8 years;Shih Tzu Mix;White;Black
A686300;Titus;21/08/2014 18:05;Return_to_owner;;Dog;Neutered Male;1 year;Pit Bull Mix;White;Chocolate
A673073;Tillie;19/03/2014 09:41;Adoption;;Dog;Spayed Female;7 years;Maltese;White;
A708121;Tutu;24/07/2015 17:46;Return_to_owner;;Dog;Intact Female;2 years;Maltese Mix;White;
A671890;Buster;07/05/2014 15:37;Adoption;Foster;Dog;Neutered Male;4 years;Smooth Fox Terrier Mix;White;Brown
A679330;Hercules;18/06/2014 12:49;Adoption;;Dog;Neutered Male;7 months;Pit Bull Mix;White;Tan
A703542;Romeo;29/05/2015 19:10;Return_to_owner;;Dog;Intact Male;1 year;Boxer/Chinese Sharpei;White;Tan
A686179;Butterscotch;05/09/2014 12:37;Transfer;Partner;Dog;Intact Female;2 years;Chihuahua Shorthair Mix;White;Red
A708879;Hambone;23/09/2015 07:57;Adoption;Foster;Dog;Neutered Male;1 month;Catahoula Mix;White;Black
A700583;Milo;25/04/2015 17:33;Return_to_owner;;Dog;Neutered Male;2 years;Rat Terrier Mix;White;Tan
A689570;Isabel;08/03/2015 17:48;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Tan
A690757;Beans;26/10/2014 17:21;Euthanasia;Rabies Risk;Dog;Intact Female;1 year;Jack Russell Terrier Mix;White;Tan
A717553;;11/01/2016 15:24;Adoption;Foster;Dog;Spayed Female;2 months;Chihuahua Shorthair Mix;White;Brown
A691979;;13/11/2014 13:33;Euthanasia;Suffering;Cat;Intact Female;6 months;Domestic Shorthair Mix;White;Brown Tabby
A701714;;03/05/2015 18:10;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;White;Brown Tabby
A703328;Harley;19/07/2015 17:03;Adoption;;Cat;Intact Male;3 months;Domestic Shorthair Mix;White;Brown Tabby
A688682;;28/09/2014 15:19;Adoption;;Dog;Spayed Female;1 year;Pointer/Harrier;White;Tricolor
A688861;Kari;29/09/2014 18:46;Adoption;;Dog;Spayed Female;3 months;Border Collie Mix;White;Brown
A689818;Sophie;12/09/2015 15:48;Adoption;;Dog;Spayed Female;1 year;Maltese/Border Terrier;White;
A680258;Jack;01/06/2014 11:17;Return_to_owner;;Dog;Neutered Male;7 years;Beagle Mix;White;Brown
A701091;Austen;13/05/2015 12:13;Adoption;;Dog;Neutered Male;8 years;American Eskimo/Border Collie;White;
A686839;Poquito;21/02/2015 12:49;Adoption;Foster;Cat;Neutered Male;5 years;Manx Mix;White;Black
A679476;Queenie;25/05/2014 09:52;Adoption;;Dog;Spayed Female;7 years;Maltese/Jack Russell Terrier;White;Tan
A495792;Macintosh;23/08/2014 18:15;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;White;Brown Tabby
A674670;;17/03/2014 13:34;Return_to_owner;;Dog;Intact Female;1 day;Pit Bull Mix;White;Brown
A709706;Walter;01/09/2015 12:42;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Medium Hair Mix;White;Blue
A685129;Crystal;13/10/2014 14:30;Transfer;Partner;Dog;Spayed Female;3 years;Australian Cattle Dog Mix;White;Brown Brindle
A708006;Bella;11/08/2015 10:34;Transfer;Partner;Dog;Intact Female;3 years;Miniature Poodle Mix;White;
A698857;Doobie;24/07/2015 09:47;Euthanasia;Aggressive;Dog;Neutered Male;4 years;Labrador Retriever/Pit Bull;White;Red
A659059;Lizzie;11/10/2013 14:43;Adoption;;Dog;Spayed Female;2 years;Australian Cattle Dog Mix;White;Brown
A685091;Rosie;04/09/2014 16:11;Transfer;Partner;Dog;Intact Female;8 years;Rat Terrier Mix;White;Black
A706883;Sydney;08/07/2015 16:43;Return_to_owner;;Dog;Neutered Male;4 years;Miniature Poodle Mix;White;
A666601;;04/11/2013 14:55;Transfer;Partner;Dog;Intact Male;0 years;Beagle/Chihuahua Shorthair;White;
A689946;Tank;17/10/2014 14:45;Return_to_owner;;Dog;Intact Male;2 years;Pit Bull Mix;White;Blue
A685944;Gilley;18/08/2014 18:36;Adoption;;Dog;Neutered Male;4 months;American Bulldog Mix;White;Brown
A702631;;27/05/2015 16:26;Transfer;Partner;Dog;Neutered Male;2 years;West Highland Mix;White;Cream
A693326;Jewel;07/12/2014 11:32;Transfer;Partner;Dog;Spayed Female;6 months;Dalmatian;White;Black
A667578;Chikis;23/11/2013 17:33;Return_to_owner;;Dog;Spayed Female;1 year;Miniature Poodle Mix;White;
A662728;Dmitri;21/10/2013 15:14;Transfer;Partner;Dog;Neutered Male;4 years;Labrador Retriever Mix;White;
A711093;;01/09/2015 16:16;Transfer;Partner;Cat;Unknown;2 days;Domestic Shorthair Mix;White;Black
A696696;Peyton;10/02/2015 13:40;Return_to_owner;;Dog;Intact Male;4 years;Pomeranian Mix;White;
A676615;Capone;27/04/2014 14:18;Euthanasia;Aggressive;Dog;Intact Male;2 years;Pit Bull Mix;White;Blue
A704943;Pete;20/07/2015 16:23;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;White;Brown
A720038;;02/02/2016 19:09;Adoption;;Dog;Neutered Male;2 months;Smooth Fox Terrier Mix;White;Tan
